"year","inflation_pct","debt_gdp_pct","gdp_growth_pct","gdp_usd","unemployment_pct","exports_gdp_pct","imports_gdp_pct","broad_money_pct","total_reserve_usd","gni_usd","urban_pop_pct","net_enrol_primary","net_enrol_secondary","enrol_tertiary_gross","pop_growth_pct"
1,-0.0932514278828732,-0.033180243045598,-0.155814040461989,0.114268617979842,0.0288851890134089,-0.0768697326000957,-0.0769953216287499,0.0427339217999251,0.249338771901791,0.133047764398506,0.0706018234739443,-0.0367677033543464,0.215156825007919,0.340261825509446,-0.096735590862203
-0.0932514278828732,1,-0.0864017730274535,0.0206724778478918,-0.0959260007137274,0.00540238452814825,0.00647503271722127,0.090384695174392,-0.340391160352301,-0.152434405600644,-0.0756635153336336,-0.101897202733129,-0.125737408117527,-0.00385237576140713,0.0557862923516605,-0.108252214877663
-0.033180243045598,-0.0864017730274535,1,-0.13324293590014,0.225632169456212,0.059135437453023,-0.0519815370035365,-0.0349383832218903,0.196842830936832,-0.0439366696490453,0.192194004721385,0.233171416368699,0.141142892309833,0.106553273190582,0.0479152720382172,0.0403267409698354
-0.155814040461989,0.0206724778478918,-0.13324293590014,1,-0.0818234217640758,-0.0636447822815564,0.0682074301049349,0.165450192735319,-0.0844578834758535,-0.144215459546299,-0.075435729523985,-0.179163072850238,-0.117315889406838,-0.155868629143614,-0.2513456502659,0.219607732422846
0.114268617979842,-0.0959260007137274,0.225632169456212,-0.0818234217640758,1,-0.0680829701392417,-0.245991511378772,-0.318159373120552,0.182989865879853,0.512770547447457,0.988358662766704,0.181483408786979,0.106905198329646,0.17789615292036,0.280401450317728,-0.0152152631747615
0.0288851890134089,0.00540238452814825,0.059135437453023,-0.0636447822815564,-0.0680829701392417,1,-0.196549166651293,0.0097824252061924,-0.152030883305055,-0.150761465829471,-0.0688998801290002,-0.0648129574111928,-0.0564225444547766,0.0165062529016726,-0.090650685715909,-0.226071522754894
-0.0768697326000957,0.00647503271722127,-0.0519815370035365,0.0682074301049349,-0.245991511378772,-0.196549166651293,1,0.807245846259776,0.267356238908283,0.0150191816891654,-0.249566281568317,0.063531119253537,0.071128253393452,0.180701822634594,0.0497860381976486,0.0901937964919313
-0.0769953216287499,0.090384695174392,-0.0349383832218903,0.165450192735319,-0.318159373120552,0.0097824252061924,0.807245846259776,1,0.0970118489516957,-0.183203520628473,-0.33401417481437,-0.223842975649187,-0.162855960566878,-0.0650474997311233,-0.159399797969765,0.0231973215155239
0.0427339217999251,-0.340391160352301,0.196842830936832,-0.0844578834758535,0.182989865879853,-0.152030883305055,0.267356238908283,0.0970118489516957,1,0.511912116690459,0.163490116489216,0.298996360865582,0.288205479150614,0.17560336567356,0.147704490582803,0.193599786775563
0.249338771901791,-0.152434405600644,-0.0439366696490453,-0.144215459546299,0.512770547447457,-0.150761465829471,0.0150191816891654,-0.183203520628473,0.511912116690459,1,0.55172963627728,0.237183552427494,0.180294965785493,0.218587752004089,0.306263004983924,-0.00232931215298821
0.133047764398506,-0.0756635153336336,0.192194004721385,-0.075435729523985,0.988358662766704,-0.0688998801290002,-0.249566281568317,-0.33401417481437,0.163490116489216,0.55172963627728,1,0.156781515381309,0.0959294779767373,0.15676441772199,0.26909327099993,-0.0107787415827969
0.0706018234739443,-0.101897202733129,0.233171416368699,-0.179163072850238,0.181483408786979,-0.0648129574111928,0.063531119253537,-0.223842975649187,0.298996360865582,0.237183552427494,0.156781515381309,1,0.496117124104085,0.589052147005987,0.641003131115501,-0.0329920723585424
-0.0367677033543464,-0.125737408117527,0.141142892309833,-0.117315889406838,0.106905198329646,-0.0564225444547766,0.071128253393452,-0.162855960566878,0.288205479150614,0.180294965785493,0.0959294779767373,0.496117124104085,1,0.439127024131968,0.402899340157639,-0.0404157652139688
0.215156825007919,-0.00385237576140713,0.106553273190582,-0.155868629143614,0.17789615292036,0.0165062529016726,0.180701822634594,-0.0650474997311233,0.17560336567356,0.218587752004089,0.15676441772199,0.589052147005987,0.439127024131968,1,0.792704765855195,-0.247318758137819
0.340261825509446,0.0557862923516605,0.0479152720382172,-0.2513456502659,0.280401450317728,-0.090650685715909,0.0497860381976486,-0.159399797969765,0.147704490582803,0.306263004983924,0.26909327099993,0.641003131115501,0.402899340157639,0.792704765855195,1,-0.315253639509649
-0.096735590862203,-0.108252214877663,0.0403267409698354,0.219607732422846,-0.0152152631747615,-0.226071522754894,0.0901937964919313,0.0231973215155239,0.193599786775563,-0.00232931215298821,-0.0107787415827969,-0.0329920723585424,-0.0404157652139688,-0.247318758137819,-0.315253639509649,1
